t,v,vw,o,c,h,l,n
2023-12-01 22:01:00+00:00,423,467.4889,467.4899,467.49,467.49,467.4899,18
2023-12-01 22:02:00+00:00,1005,467.4901,467.5,467.47,467.5,467.47,16
2023-12-01 22:03:00+00:00,568,467.611,467.65,467.65,467.65,467.65,16
2023-12-01 22:04:00+00:00,552,467.4938,467.49,467.5,467.5,467.49,14
2023-12-01 22:05:00+00:00,2682,467.5001,467.5,467.5,467.5,467.5,26
2023-12-01 22:06:00+00:00,1413,467.5052,467.51,467.5,467.51,467.5,17
2023-12-01 22:07:00+00:00,359,467.4998,467.5,467.5,467.5,467.5,9
2023-12-01 22:10:00+00:00,241,467.4967,467.5,467.5,467.5,467.5,8
2023-12-01 22:12:00+00:00,310,467.471,467.4701,467.47,467.4701,467.47,10
2023-12-01 22:14:00+00:00,2054,467.541,467.5,467.6,467.6,467.5,34
2023-12-01 22:16:00+00:00,2377,465.7041,467.53,467.5,467.53,467.5,27
2023-12-01 22:18:00+00:00,305,467.566,467.58,467.58,467.58,467.58,8
2023-12-01 22:21:00+00:00,301,467.5228,467.5,467.5,467.5,467.5,26
2023-12-01 22:22:00+00:00,271,467.4795,467.47,467.47,467.47,467.47,20
2023-12-01 22:23:00+00:00,327986,467.6499,467.5,467.65,467.65,467.5,18
2023-12-01 22:24:00+00:00,806,467.4701,467.47,467.47,467.47,467.47,8
2023-12-01 22:26:00+00:00,408,467.4791,467.48,467.48,467.48,467.48,21
2023-12-01 22:29:00+00:00,642450,467.6498,467.47,467.46,467.65,467.46,21
2023-12-01 22:30:00+00:00,414,467.4495,467.46,467.46,467.46,467.46,14
2023-12-01 22:31:00+00:00,1141,467.4636,467.42,467.45,467.48,467.42,22
2023-12-01 22:33:00+00:00,216,467.4968,467.5,467.5,467.5,467.5,11
2023-12-01 22:34:00+00:00,116,467.4991,467.5,467.5,467.5,467.5,8
2023-12-01 22:35:00+00:00,131,467.4499,467.4401,467.4401,467.4401,467.4401,7
2023-12-01 22:37:00+00:00,656,467.4337,467.42,467.41,467.42,467.41,14
2023-12-01 22:38:00+00:00,648,467.4076,467.41,467.4,467.41,467.4,26
2023-12-01 22:40:00+00:00,1605,467.4138,467.41,467.41,467.41,467.41,11
2023-12-01 22:41:00+00:00,674,467.4109,467.41,467.41,467.41,467.41,19
2023-12-01 22:42:00+00:00,214,467.428,467.41,467.41,467.41,467.41,13
2023-12-01 22:44:00+00:00,481,467.4738,467.49,467.49,467.49,467.49,19
2023-12-01 22:48:00+00:00,351,467.486,467.49,467.49,467.49,467.49,12
2023-12-01 22:49:00+00:00,396,467.4608,467.49,467.43,467.49,467.43,11
2023-12-01 22:50:00+00:00,314,467.4872,467.49,467.49,467.49,467.49,11
2023-12-01 22:52:00+00:00,163,467.4884,467.49,467.49,467.49,467.49,10
2023-12-01 22:53:00+00:00,484,467.4774,467.49,467.47,467.49,467.47,10
2023-12-01 22:54:00+00:00,182,467.4938,467.49,467.49,467.49,467.49,12
2023-12-01 22:55:00+00:00,520,467.4941,467.49,467.5,467.5,467.49,21
2023-12-01 22:56:00+00:00,598,467.3997,467.5,467.33,467.5,467.33,37
2023-12-01 22:57:00+00:00,608,467.3681,467.33,467.33,467.33,467.33,21
2023-12-01 23:00:00+00:00,226,467.4789,467.5,467.5,467.5,467.5,7
2023-12-01 23:04:00+00:00,301,467.4988,467.5,467.5,467.5,467.5,8
2023-12-01 23:05:00+00:00,102,467.4897,467.49,467.49,467.49,467.49,3
2023-12-01 23:06:00+00:00,1741,467.4991,467.5,467.5,467.5,467.5,15
2023-12-01 23:09:00+00:00,635,467.47,467.45,467.4999,467.4999,467.45,10
2023-12-01 23:10:00+00:00,318,467.494,467.4999,467.5,467.5,467.4999,9
2023-12-01 23:11:00+00:00,547,467.4985,467.4999,467.5,467.5,467.4999,15
2023-12-01 23:14:00+00:00,357,467.5192,467.5,467.5,467.5,467.5,13
2023-12-01 23:15:00+00:00,1195,467.5591,467.6,467.5,467.6,467.5,7
2023-12-01 23:25:00+00:00,1544,467.4108,467.41,467.41,467.41,467.41,7
2023-12-01 23:27:00+00:00,164,467.4813,467.4999,467.4999,467.4999,467.4999,7
2023-12-01 23:28:00+00:00,238,467.4216,467.4101,467.4101,467.4101,467.4101,10
2023-12-01 23:30:00+00:00,291,467.496,467.5,467.5,467.5,467.5,8
2023-12-01 23:31:00+00:00,482,467.4722,467.48,467.44,467.48,467.44,17
2023-12-01 23:34:00+00:00,1252,467.4715,467.42,467.4988,467.5,467.42,18
2023-12-01 23:38:00+00:00,818,467.4784,467.45,467.5,467.5,467.45,14
2023-12-01 23:39:00+00:00,135,467.4304,467.43,467.43,467.43,467.43,11
2023-12-01 23:40:00+00:00,466,467.3958,467.43,467.43,467.43,467.43,26
2023-12-01 23:42:00+00:00,269,467.4283,467.43,467.43,467.43,467.43,6
2023-12-01 23:43:00+00:00,1083,467.4873,467.49,467.49,467.49,467.49,10
2023-12-01 23:44:00+00:00,443,467.4517,467.451,467.45,467.451,467.45,9
2023-12-01 23:45:00+00:00,900,467.4995,467.5,467.5,467.5,467.5,7
2023-12-01 23:46:00+00:00,217,467.4993,467.5,467.5,467.5,467.5,7
2023-12-01 23:47:00+00:00,102,467.451,467.45,467.45,467.45,467.45,3
2023-12-01 23:49:00+00:00,704,467.4501,467.4502,467.45,467.4502,467.45,13
2023-12-01 23:50:00+00:00,443,467.4664,467.5,467.5,467.5,467.5,12
2023-12-01 23:51:00+00:00,730,467.4972,467.5,467.5,467.5,467.5,9
2023-12-01 23:52:00+00:00,3595,467.4983,467.45,467.5,467.5,467.45,13
2023-12-02 00:02:00+00:00,649,467.5957,467.6,467.6,467.6,467.6,15
2023-12-02 00:04:00+00:00,666,467.6173,467.6499,467.61,467.6499,467.61,20
2023-12-02 00:09:00+00:00,464,467.6171,467.65,467.6,467.65,467.6,11
2023-12-02 00:10:00+00:00,716,467.616,467.6014,467.6299,467.63,467.6014,11
2023-12-02 00:12:00+00:00,517,467.6489,467.65,467.65,467.65,467.65,9
2023-12-02 00:15:00+00:00,388,467.6056,467.6,467.6001,467.6001,467.6,12
2023-12-02 00:16:00+00:00,152,467.6289,467.63,467.63,467.63,467.63,11
2023-12-02 00:17:00+00:00,221,467.6254,467.62,467.62,467.62,467.62,11
2023-12-02 00:18:00+00:00,487,467.6013,467.6,467.6,467.6,467.6,14
2023-12-02 00:22:00+00:00,216,467.5818,467.62,467.62,467.62,467.62,11
2023-12-02 00:24:00+00:00,167,467.616,467.6199,467.6199,467.6199,467.6199,10
2023-12-02 00:26:00+00:00,1017,467.6355,467.62,467.62,467.65,467.62,21
2023-12-02 00:28:00+00:00,296,467.5655,467.6,467.6,467.6,467.6,13
2023-12-02 00:29:00+00:00,295,467.5878,467.65,467.65,467.65,467.65,10
2023-12-02 00:31:00+00:00,274,467.5484,467.5,467.61,467.61,467.5,8
2023-12-02 00:37:00+00:00,496,467.6362,467.65,467.65,467.65,467.65,14
2023-12-02 00:38:00+00:00,643,467.6486,467.65,467.65,467.65,467.65,11
2023-12-02 00:39:00+00:00,213,467.6487,467.65,467.65,467.65,467.65,7
2023-12-02 00:40:00+00:00,2254,467.6485,467.65,467.65,467.65,467.65,14
2023-12-02 00:43:00+00:00,1619,467.5359,467.56,467.55,467.56,467.5,23
2023-12-02 00:48:00+00:00,316,467.5326,467.52,467.52,467.52,467.52,17
2023-12-02 00:49:00+00:00,332,467.5902,467.59,467.59,467.59,467.59,9
2023-12-02 00:51:00+00:00,553,467.6002,467.6,467.6,467.6,467.6,16
2023-12-02 00:53:00+00:00,672,467.6465,467.65,467.65,467.65,467.65,29
2023-12-02 00:54:00+00:00,6196,467.8784,467.64,468.0,468.0,467.64,121
2023-12-02 00:55:00+00:00,589,468.0534,468.1,468.01,468.1,468.0,30
2023-12-02 00:56:00+00:00,955,468.0161,468.01,468.01,468.01,468.0,28
2023-12-02 00:57:00+00:00,3776,468.0218,468.05,468.1,468.1,468.0,32
2023-12-02 00:58:00+00:00,3074,468.0357,468.01,468.07,468.1,468.0,37
2023-12-02 00:59:00+00:00,2032,468.0636,468.05,468.1,468.1,468.0,47
2023-12-04 09:00:00+00:00,2727,464.4502,466.0,463.65,466.0,463.0,173
2023-12-04 09:01:00+00:00,1549,465.2244,465.0,465.29,465.29,464.92,66
2023-12-04 09:02:00+00:00,563,465.3935,465.25,465.16,465.49,465.16,23
2023-12-04 09:03:00+00:00,1057,465.4622,465.49,465.49,465.49,465.49,38
2023-12-04 09:04:00+00:00,923,465.7938,465.52,466.0,466.0,465.52,28
2023-12-04 09:05:00+00:00,464,465.9686,466.0,466.0,466.0,466.0,27
2023-12-04 09:06:00+00:00,1176,465.8296,465.9,465.8,465.9,465.8,37
2023-12-04 09:07:00+00:00,2238,465.7499,465.8,465.8,465.8,465.8,72
2023-12-04 09:09:00+00:00,1426,465.2095,465.4,465.01,465.4,465.0,55
2023-12-04 09:11:00+00:00,1767,464.8746,465.0,464.8,465.0,464.8,33
2023-12-04 09:13:00+00:00,326,465.0861,465.1,465.1,465.1,465.1,14
2023-12-04 09:16:00+00:00,2497,465.5572,465.28,465.84,465.84,465.28,81
2023-12-04 09:17:00+00:00,1460,465.8258,465.83,465.83,465.84,465.83,25
2023-12-04 09:24:00+00:00,758,465.4818,465.42,465.45,465.52,465.42,23
2023-12-04 09:26:00+00:00,1012,465.9751,466.0,466.0,466.0,466.0,59
2023-12-04 09:27:00+00:00,1461,466.1887,466.1,466.2,466.26,466.1,51
2023-12-04 09:31:00+00:00,1226,465.8933,466.1,465.85,466.1,465.8,33
2023-12-04 09:32:00+00:00,1293,465.5932,465.6,465.6,465.6,465.6,28
2023-12-04 09:33:00+00:00,459,465.5813,465.6,465.6,465.6,465.6,13
2023-12-04 09:35:00+00:00,612,465.5802,465.6,465.6,465.6,465.6,26
2023-12-04 09:36:00+00:00,150,465.409,465.41,465.41,465.41,465.41,11
2023-12-04 09:40:00+00:00,543,465.6444,465.58,465.7,465.7,465.58,22
2023-12-04 09:43:00+00:00,1025,465.3099,465.3,465.3,465.3,465.3,16
2023-12-04 09:45:00+00:00,775,465.5194,465.5,465.5,465.5,465.5,24
2023-12-04 09:57:00+00:00,343,465.8214,466.0,465.76,466.0,465.76,6
2023-12-04 10:08:00+00:00,648,465.5639,465.55,465.55,465.55,465.55,29
2023-12-04 10:10:00+00:00,1085,465.6439,465.55,465.55,465.55,465.55,28
2023-12-04 10:17:00+00:00,288,465.7234,465.7,465.7,465.7,465.7,12
2023-12-04 10:27:00+00:00,586,465.4497,465.47,465.42,465.47,465.42,21
2023-12-04 10:29:00+00:00,1165,465.6752,465.7,465.7,465.7,465.7,18
2023-12-04 10:31:00+00:00,325,465.5,465.5,465.5,465.5,465.5,11
2023-12-04 10:35:00+00:00,1026,465.4584,465.54,465.41,465.54,465.41,47
2023-12-04 10:39:00+00:00,1522,465.1109,465.3,465.0,465.3,465.0,98
2023-12-04 10:41:00+00:00,357,465.1468,465.2,465.2,465.2,465.2,13
2023-12-04 10:42:00+00:00,303,465.0748,465.1,465.1,465.1,465.1,13
2023-12-04 10:43:00+00:00,438,465.1003,465.1,465.1,465.1,465.1,18
2023-12-04 10:45:00+00:00,785,464.8927,464.8,464.8,464.8,464.8,34
2023-12-04 10:48:00+00:00,739,464.7932,464.8,464.8,464.8,464.8,23
2023-12-04 10:49:00+00:00,146,464.8017,464.8,464.8,464.8,464.8,5
2023-12-04 10:52:00+00:00,270,464.7167,464.7,464.7,464.7,464.7,22
2023-12-04 10:54:00+00:00,550,464.9636,464.99,464.99,464.99,464.99,9
2023-12-04 10:58:00+00:00,2320,464.993,464.99,465.0,465.0,464.99,62
2023-12-04 11:01:00+00:00,260,464.9388,464.95,464.95,464.95,464.95,10
2023-12-04 11:04:00+00:00,1851,464.8413,464.7,464.7,464.7,464.7,68
2023-12-04 11:09:00+00:00,318,464.7914,464.71,464.71,464.71,464.71,17
2023-12-04 11:10:00+00:00,1960,464.2821,464.15,464.0,464.15,464.0,101
2023-12-04 11:11:00+00:00,1232,464.2517,464.3,464.3,464.31,464.3,28
2023-12-04 11:13:00+00:00,833,464.028,464.1,464.06,464.1,464.06,59
2023-12-04 11:15:00+00:00,1362,463.4822,463.6,463.38,463.6,463.38,53
2023-12-04 11:16:00+00:00,4344,463.2098,463.32,463.2,463.32,463.1,85
2023-12-04 11:17:00+00:00,4240,463.2022,463.15,463.37,463.37,463.15,60
2023-12-04 11:18:00+00:00,2714,463.1401,463.4,463.0,463.4,463.0,144
2023-12-04 11:19:00+00:00,2252,462.6682,462.88,462.84,462.88,462.5,75
2023-12-04 11:20:00+00:00,1146,462.7493,462.79,462.79,462.82,462.79,32
2023-12-04 11:21:00+00:00,1012,462.6373,462.51,462.51,462.51,462.51,45
2023-12-04 11:22:00+00:00,421,462.7875,462.84,462.84,462.84,462.84,23
2023-12-04 11:23:00+00:00,1855,462.5869,462.76,462.56,462.76,462.5,57
2023-12-04 11:24:00+00:00,479,462.7921,462.8,462.8,462.8,462.8,22
2023-12-04 11:25:00+00:00,282,463.0671,463.16,463.16,463.16,463.16,22
2023-12-04 11:28:00+00:00,718,463.3427,463.4,463.4,463.4,463.4,41
2023-12-04 11:34:00+00:00,428,463.5382,463.5,463.54,463.54,463.5,16
2023-12-04 11:35:00+00:00,642,463.5227,463.5,463.5,463.5,463.5,52
2023-12-04 11:38:00+00:00,950,462.9828,463.06,462.97,463.06,462.97,27
2023-12-04 11:40:00+00:00,645,463.1215,463.02,463.02,463.02,463.02,23
2023-12-04 11:41:00+00:00,392,463.0724,463.02,463.02,463.02,463.02,16
2023-12-04 11:42:00+00:00,1455,463.0052,463.0,463.0,463.0,463.0,49
2023-12-04 11:48:00+00:00,520,463.1,463.1,463.1,463.1,463.1,12
2023-12-04 11:50:00+00:00,1905,463.0537,463.05,463.05,463.05,463.05,47
2023-12-04 11:51:00+00:00,290,463.0003,463.0,463.0,463.0,463.0,10
2023-12-04 11:53:00+00:00,1377,463.0057,463.0,463.0,463.01,463.0,26
2023-12-04 11:57:00+00:00,1310,463.0535,463.15,463.02,463.15,463.02,24
2023-12-04 11:58:00+00:00,645,463.1858,463.22,463.22,463.22,463.22,28
2023-12-04 11:59:00+00:00,1363,463.2504,463.22,463.28,463.28,463.22,44
2023-12-04 12:00:00+00:00,6132,463.4841,463.52,463.7,463.84,463.27,273
2023-12-04 12:01:00+00:00,3515,463.3183,463.61,463.34,463.61,463.28,112
2023-12-04 12:02:00+00:00,7155,462.9486,463.15,462.9,463.15,462.8,215
2023-12-04 12:03:00+00:00,1013,462.9987,462.9,463.04,463.04,462.9,33
2023-12-04 12:04:00+00:00,1517,463.3615,463.4,463.45,463.45,463.4,49
2023-12-04 12:05:00+00:00,1011,463.2426,463.35,463.2,463.35,463.2,38
2023-12-04 12:06:00+00:00,1057,463.2614,463.23,463.25,463.25,463.23,29
2023-12-04 12:07:00+00:00,1513,463.5328,463.4,463.5,463.5,463.4,47
2023-12-04 12:08:00+00:00,1062,463.5496,463.6,463.4,463.6,463.4,41
2023-12-04 12:09:00+00:00,2103,463.2766,463.3,463.2,463.3,463.2,58
2023-12-04 12:10:00+00:00,636,463.1084,463.03,463.03,463.03,463.03,32
2023-12-04 12:11:00+00:00,4762,462.876,463.02,462.81,463.02,462.8,147
2023-12-04 12:12:00+00:00,1065,462.8425,462.91,462.79,462.91,462.79,34
2023-12-04 12:13:00+00:00,2378,462.8492,462.85,462.87,462.88,462.81,44
2023-12-04 12:14:00+00:00,1894,462.9788,463.01,462.9,463.03,462.9,55
2023-12-04 12:15:00+00:00,468,463.0448,463.0,463.0,463.0,463.0,26
2023-12-04 12:16:00+00:00,727,462.9772,463.0,463.0,463.0,463.0,28
2023-12-04 12:17:00+00:00,933,463.0449,463.03,463.03,463.03,463.03,21
2023-12-04 12:18:00+00:00,571,463.0498,463.09,463.09,463.09,463.09,26
2023-12-04 12:20:00+00:00,2618,463.2471,463.22,463.22,463.36,463.22,62
2023-12-04 12:21:00+00:00,1517,463.0444,463.01,463.01,463.01,463.01,54
2023-12-04 12:22:00+00:00,913,463.103,463.13,463.1,463.13,463.1,27
2023-12-04 12:23:00+00:00,4680,463.0293,463.1,463.0,463.1,463.0,71
2023-12-04 12:24:00+00:00,2751,462.9152,462.95,462.83,462.95,462.83,88
2023-12-04 12:25:00+00:00,864,463.0046,463.06,463.06,463.06,463.06,43
2023-12-04 12:26:00+00:00,3337,463.1913,463.1,463.22,463.22,463.05,68
2023-12-04 12:30:00+00:00,902,463.2191,463.2,463.24,463.24,463.2,42
2023-12-04 12:31:00+00:00,1237,463.2439,463.2,463.28,463.28,463.2,34
2023-12-04 12:32:00+00:00,4059,463.3913,463.3,463.55,463.55,463.3,75
2023-12-04 12:33:00+00:00,1712,463.7821,463.7,463.85,463.85,463.7,54
2023-12-04 12:38:00+00:00,1102,463.8307,463.85,463.85,463.85,463.85,57
2023-12-04 12:39:00+00:00,2029,463.8669,463.84,463.9,463.9,463.84,79
2023-12-04 12:42:00+00:00,968,463.659,463.69,463.6,463.69,463.6,17
2023-12-04 12:44:00+00:00,558,463.8272,463.81,463.84,463.85,463.81,14
2023-12-04 12:45:00+00:00,626,463.7684,463.8,463.8,463.8,463.8,27
2023-12-04 12:46:00+00:00,1885,463.875,463.78,463.88,463.88,463.78,43
2023-12-04 12:47:00+00:00,3524,464.045,464.0,464.2,464.2,464.0,105
2023-12-04 12:48:00+00:00,780,464.288,464.25,464.25,464.25,464.25,47
2023-12-04 12:49:00+00:00,1032,464.2593,464.3,464.25,464.3,464.25,25
2023-12-04 12:50:00+00:00,815,464.2027,464.15,464.3,464.3,464.15,20
2023-12-04 12:51:00+00:00,1466,464.2902,464.3,464.3,464.3,464.3,29
2023-12-04 12:52:00+00:00,1396,464.2112,464.2,464.2,464.2,464.2,26
2023-12-04 12:54:00+00:00,1044,464.1701,464.2,464.2,464.2,464.2,38
2023-12-04 12:55:00+00:00,425,464.289,464.34,464.34,464.34,464.34,19
2023-12-04 12:56:00+00:00,599,464.1538,464.15,464.1,464.15,464.1,27
2023-12-04 12:57:00+00:00,1665,464.0739,464.1,464.04,464.1,464.04,36
2023-12-04 12:58:00+00:00,1432,463.9415,464.0,463.89,464.0,463.82,61
2023-12-04 13:00:00+00:00,47288,463.5763,464.76,467.65,467.65,462.79,800
2023-12-04 13:01:00+00:00,5524,464.5779,465.06,464.32,465.4,463.7601,507
2023-12-04 13:02:00+00:00,13175,464.7678,464.44,464.91,465.47,464.0,658
2023-12-04 13:03:00+00:00,2675,464.7812,464.8,463.99,465.8,463.99,249
2023-12-04 13:04:00+00:00,10302,464.0805,465.0,463.7,465.16,463.7,265
2023-12-04 13:05:00+00:00,3231,463.5052,463.63,463.46,463.63,463.46,87
2023-12-04 13:06:00+00:00,1222,463.4268,463.3001,463.3001,463.3001,463.3001,56
2023-12-04 13:07:00+00:00,755,463.7185,463.83,463.69,463.83,463.69,49
2023-12-04 13:08:00+00:00,925,463.8054,463.8,463.87,463.87,463.8,39
2023-12-04 13:09:00+00:00,1911,463.7771,463.7,463.75,463.82,463.7,57
2023-12-04 13:10:00+00:00,807,463.772,463.75,463.75,463.75,463.75,133
2023-12-04 13:11:00+00:00,263,463.7221,463.75,463.75,463.75,463.75,24
2023-12-04 13:12:00+00:00,2294,463.5365,463.71,463.36,463.71,463.36,73
2023-12-04 13:13:00+00:00,1378,463.5037,463.35,463.6,463.6,463.35,42
2023-12-04 13:15:00+00:00,1116,463.4634,463.6247,463.33,463.6247,463.33,55
2023-12-04 13:16:00+00:00,2518,463.568,463.3512,463.65,463.65,463.3512,206
2023-12-04 13:17:00+00:00,2076,463.5422,463.75,463.45,463.75,463.42,79
2023-12-04 13:18:00+00:00,1789,463.4653,463.41,463.6999,463.6999,463.41,59
2023-12-04 13:19:00+00:00,2282,463.51,463.4605,463.45,463.5784,463.45,68
2023-12-04 13:20:00+00:00,2114,463.529,463.52,463.7399,463.7399,463.45,86
2023-12-04 13:21:00+00:00,2548,463.437,463.4508,463.36,463.4508,463.36,94
2023-12-04 13:22:00+00:00,623,463.3884,463.36,463.36,463.36,463.36,48
2023-12-04 13:23:00+00:00,390,463.3894,463.4,463.4,463.4,463.4,37
2023-12-04 13:24:00+00:00,10101,463.0824,463.4,462.85,463.4,462.85,388
2023-12-04 13:25:00+00:00,3166,462.9403,463.01,462.89,463.01,462.83,98
2023-12-04 13:26:00+00:00,5619,462.9188,462.81,462.932,462.98,462.81,88
2023-12-04 13:27:00+00:00,5954,462.7396,462.8,462.6,462.81,462.6,241
2023-12-04 13:28:00+00:00,7629,462.556,462.56,462.6,462.7,462.42,208
2023-12-04 13:29:00+00:00,1899,462.6354,462.7195,462.65,462.7289,462.5,67
2023-12-04 13:30:00+00:00,3801,462.5739,462.6998,462.5575,462.7,462.5,97
2023-12-04 13:31:00+00:00,1319,462.6529,462.6001,462.7063,462.7299,462.6001,61
2023-12-04 13:32:00+00:00,1072,462.7018,462.6957,462.7999,462.7999,462.6957,52
2023-12-04 13:33:00+00:00,5601,462.59,462.7,462.46,462.7,462.46,123
2023-12-04 13:34:00+00:00,2220,462.4766,462.46,462.4,462.5,462.4,98
2023-12-04 13:35:00+00:00,6950,462.2018,462.5,462.01,462.5,462.01,253
2023-12-04 13:36:00+00:00,14408,461.9508,462.0,461.94,462.1,461.8,566
2023-12-04 13:37:00+00:00,3036,462.0348,462.01,462.0,462.1399,462.0,141
2023-12-04 13:38:00+00:00,2306,462.1533,462.03,462.15,462.2796,462.03,86
2023-12-04 13:39:00+00:00,2927,462.2453,462.2,462.25,462.3,462.17,99
2023-12-04 13:40:00+00:00,1437,462.3456,462.45,462.3,462.45,462.3,68
2023-12-04 13:41:00+00:00,3295,462.3726,462.3,462.47,462.47,462.25,85
2023-12-04 13:42:00+00:00,2042,462.4136,462.47,462.47,462.47,462.4,84
2023-12-04 13:43:00+00:00,1580,462.4589,462.45,462.48,462.48,462.45,88
2023-12-04 13:44:00+00:00,2926,462.3601,462.41,462.3,462.41,462.27,126
2023-12-04 13:45:00+00:00,4759,462.2412,462.3,462.31,462.49,462.0401,124
2023-12-04 13:46:00+00:00,2649,462.4399,462.48,462.3145,462.5,462.3,98
2023-12-04 13:47:00+00:00,3579,462.3404,462.5,462.06,462.5,462.06,84
2023-12-04 13:48:00+00:00,2460,462.1731,462.3,462.03,462.3,462.03,116
2023-12-04 13:49:00+00:00,16276,462.004,462.01,462.0,462.1799,461.89,218
2023-12-04 13:50:00+00:00,4252,461.9757,462.1,461.9,462.1,461.89,148
2023-12-04 13:51:00+00:00,2819,461.942,461.9,461.97,461.97,461.9,124
2023-12-04 13:52:00+00:00,4177,461.9526,462.0,461.8,462.1,461.8,172
2023-12-04 13:53:00+00:00,1160,461.9396,461.7969,462.0,462.0217,461.7969,77
2023-12-04 13:54:00+00:00,1828,461.9126,462.0,462.0,462.0,461.8007,57
2023-12-04 13:55:00+00:00,2575,461.9692,461.95,462.0,462.0,461.95,101
2023-12-04 13:56:00+00:00,6276,461.9522,462.0,461.9019,462.0,461.83,119
2023-12-04 13:57:00+00:00,6596,461.9746,461.9,461.9,462.02,461.9,160
2023-12-04 13:58:00+00:00,4559,461.8182,461.9,461.66,461.9,461.66,215
2023-12-04 13:59:00+00:00,6699,461.5446,461.7,461.51,461.81,461.49,349
2023-12-04 14:00:00+00:00,5196,461.5563,461.5,461.66,461.7,461.48,140
2023-12-04 14:01:00+00:00,5239,461.4553,461.7,461.35,461.7,461.35,201
2023-12-04 14:02:00+00:00,8160,461.2259,461.36,461.0312,461.4222,461.03,295
2023-12-04 14:03:00+00:00,8798,461.1315,461.11,461.29,461.29,461.03,233
2023-12-04 14:04:00+00:00,7186,461.0916,461.14,461.08,461.14,461.03,180
2023-12-04 14:05:00+00:00,19531,460.9648,461.1,460.9,461.12,460.67,628
2023-12-04 14:06:00+00:00,7512,460.7281,460.77,460.67,460.92,460.6,256
2023-12-04 14:07:00+00:00,14505,460.6274,460.67,460.85,460.85,460.5,357
2023-12-04 14:08:00+00:00,8733,460.5072,460.75,460.43,460.75,460.34,222
2023-12-04 14:09:00+00:00,16004,460.2795,460.35,460.3,460.43,460.2,403
2023-12-04 14:10:00+00:00,8232,460.3701,460.34,460.48,460.48,460.22,185
2023-12-04 14:11:00+00:00,10072,460.2831,460.4217,460.28,460.4217,460.2,230
2023-12-04 14:12:00+00:00,8954,460.2253,460.3,460.15,460.3,460.15,219
2023-12-04 14:13:00+00:00,11173,460.2398,460.15,460.36,460.4,460.1,247
2023-12-04 14:14:00+00:00,11113,460.5001,460.38,460.55,460.65,460.36,253
2023-12-04 14:15:00+00:00,7404,460.3927,460.51,460.43,460.51,460.36,189
2023-12-04 14:16:00+00:00,5173,460.4112,460.4452,460.45,460.45,460.31,174
2023-12-04 14:17:00+00:00,3906,460.3876,460.45,460.35,460.4899,460.34,139
2023-12-04 14:18:00+00:00,2966,460.408,460.4899,460.4,460.4899,460.35,174
2023-12-04 14:19:00+00:00,8300,460.3321,460.3,460.34,460.4,460.25,273
2023-12-04 14:20:00+00:00,6212,460.3099,460.32,460.24,460.4,460.22,217
2023-12-04 14:21:00+00:00,4482,460.3862,460.25,460.5,460.5,460.2363,168
2023-12-04 14:22:00+00:00,4746,460.4675,460.4287,460.53,460.53,460.41,170
2023-12-04 14:23:00+00:00,2846,460.5967,460.6,460.63,460.63,460.6,151
2023-12-04 14:24:00+00:00,6887,460.4124,460.5,460.26,460.6355,460.25,266
2023-12-04 14:25:00+00:00,6238,460.6446,460.68,460.62,460.74,460.46,197
2023-12-04 14:26:00+00:00,8563,460.7553,460.53,460.55,460.9,460.5,243
2023-12-04 14:27:00+00:00,8817,460.3166,460.46,460.5,460.7,460.2,339
2023-12-04 14:28:00+00:00,1899,460.5215,460.55,460.5,460.55,460.5,93
2023-12-04 14:29:00+00:00,5489,460.6738,460.51,460.68,460.8,460.51,191
2023-12-04 14:30:00+00:00,962111,459.5624,460.77,457.7111,460.77,457.3885,16406
2023-12-04 14:31:00+00:00,509220,456.6656,457.63,456.24,457.74,455.95,7983
2023-12-04 14:32:00+00:00,244955,456.8343,456.23,457.23,457.4099,456.13,4428
2023-12-04 14:33:00+00:00,242924,457.6891,457.34,457.8577,458.01,457.1,3878
2023-12-04 14:34:00+00:00,236694,457.8799,457.89,458.3435,458.4,457.32,3624
2023-12-04 14:35:00+00:00,314672,457.3879,458.36,456.56,458.5999,456.11,5090
2023-12-04 14:36:00+00:00,331355,456.5837,456.5034,457.49,457.58,455.56,5170
2023-12-04 14:37:00+00:00,191110,457.4797,457.3807,457.3699,457.67,457.06,2890
2023-12-04 14:38:00+00:00,214935,457.5975,457.28,457.84,457.99,456.83,3244
2023-12-04 14:39:00+00:00,197286,458.051,457.84,457.89,458.5,457.5701,3266
2023-12-04 14:40:00+00:00,208969,457.686,457.89,457.25,458.22,457.171,3570
2023-12-04 14:41:00+00:00,270085,456.682,457.32,456.5169,457.3561,456.2045,4172
2023-12-04 14:42:00+00:00,165295,456.7664,456.56,457.28,457.3599,456.08,2763
2023-12-04 14:43:00+00:00,236420,456.3248,457.3,455.8999,457.335,455.78,4171
2023-12-04 14:44:00+00:00,415575,455.0941,455.81,454.68,455.8799,454.5501,8471
2023-12-04 14:45:00+00:00,421376,454.3249,454.7,453.9661,454.88,453.72,6489
2023-12-04 14:46:00+00:00,353119,453.7947,453.975,453.802,454.17,453.39,5132
2023-12-04 14:47:00+00:00,254937,453.7275,453.8,453.71,454.09,453.385,4350
2023-12-04 14:48:00+00:00,264491,453.5443,453.71,453.57,453.92,453.15,3988
2023-12-04 14:49:00+00:00,304281,453.89,453.6,453.155,454.49,453.1201,4664
2023-12-04 14:50:00+00:00,343017,453.0637,453.12,453.1,453.61,452.67,6069
