t,v,vw,o,c,h,l,n
2023-12-01 09:00:00+00:00,2229,468.0622,467.64,468.0,468.5,467.64,97
2023-12-01 09:01:00+00:00,1026,468.3399,468.0,468.49,468.5,468.0,40
2023-12-01 09:03:00+00:00,598,468.07,468.06,468.06,468.06,468.06,42
2023-12-01 09:04:00+00:00,971,468.2913,468.25,468.33,468.33,468.25,18
2023-12-01 09:05:00+00:00,1095,468.414,468.42,468.45,468.45,468.42,53
2023-12-01 09:07:00+00:00,966,468.749,468.5,468.5,468.5,468.5,48
2023-12-01 09:08:00+00:00,726,469.1641,469.02,469.3,469.3,469.02,32
2023-12-01 09:09:00+00:00,1323,469.433,469.28,469.5,469.5,469.28,33
2023-12-01 09:10:00+00:00,664,469.6673,469.69,469.7,469.7,469.69,31
2023-12-01 09:11:00+00:00,3294,469.5345,469.53,469.5,469.57,469.45,64
2023-12-01 09:12:00+00:00,1532,469.5092,469.5,469.5,469.56,469.5,17
2023-12-01 09:13:00+00:00,404,469.5,469.5,469.5,469.5,469.5,10
2023-12-01 09:14:00+00:00,1867,469.5332,469.55,469.5,469.56,469.5,44
2023-12-01 09:15:00+00:00,2780,469.6646,469.63,469.7,469.7,469.63,35
2023-12-01 09:19:00+00:00,226,469.7392,469.75,469.75,469.75,469.75,10
2023-12-01 09:20:00+00:00,1075,469.8016,469.79,469.89,469.89,469.79,9
2023-12-01 09:21:00+00:00,1122,469.8,469.76,469.73,469.76,469.73,40
2023-12-01 09:23:00+00:00,835,469.7801,469.87,469.87,469.87,469.87,46
2023-12-01 09:26:00+00:00,1011,469.513,469.52,469.5,469.52,469.5,31
2023-12-01 09:29:00+00:00,351,469.5469,469.5,469.5,469.5,469.5,10
2023-12-01 09:30:00+00:00,307,469.5704,469.6,469.5,469.6,469.5,10
2023-12-01 09:31:00+00:00,560,469.5244,469.52,469.52,469.52,469.52,12
2023-12-01 09:41:00+00:00,536,469.5111,469.5,469.5,469.5,469.5,20
2023-12-01 09:46:00+00:00,1324,469.2525,469.3,469.2,469.3,469.2,30
2023-12-01 09:48:00+00:00,423,469.2255,469.07,469.35,469.35,469.07,15
2023-12-01 09:58:00+00:00,1135,469.0363,469.02,469.02,469.02,469.02,67
2023-12-01 10:00:00+00:00,948,468.8901,468.91,468.91,468.91,468.9,25
2023-12-01 10:01:00+00:00,643,469.0206,469.02,469.02,469.02,469.02,25
2023-12-01 10:04:00+00:00,1663,468.9481,469.0,468.9,469.0,468.9,143
2023-12-01 10:15:00+00:00,145,469.1737,469.18,469.18,469.18,469.18,5
2023-12-01 10:17:00+00:00,222,469.1277,469.1,469.1,469.1,469.1,9
2023-12-01 10:23:00+00:00,441,469.071,469.08,469.08,469.08,469.08,19
2023-12-01 10:24:00+00:00,246,469.0293,469.03,469.03,469.03,469.03,10
2023-12-01 10:28:00+00:00,2046,468.7181,468.77,468.5,468.77,468.5,101
2023-12-01 10:36:00+00:00,471,468.726,468.77,468.77,468.77,468.77,26
2023-12-01 10:45:00+00:00,686,468.9613,468.94,469.04,469.04,468.89,26
2023-12-01 10:50:00+00:00,993,469.2645,469.26,469.24,469.26,469.24,37
2023-12-01 10:53:00+00:00,231,469.3513,469.35,469.35,469.35,469.35,6
2023-12-01 10:54:00+00:00,351,469.2621,469.24,469.24,469.24,469.24,12
2023-12-01 10:55:00+00:00,332,469.2409,469.24,469.24,469.24,469.24,11
2023-12-01 11:00:00+00:00,982,468.9483,468.92,468.92,468.92,468.92,48
2023-12-01 11:03:00+00:00,434,469.203,469.21,469.21,469.21,469.21,17
2023-12-01 11:04:00+00:00,313,469.0802,469.0,469.0,469.0,469.0,9
2023-12-01 11:05:00+00:00,645,469.2656,469.26,469.26,469.26,469.26,14
2023-12-01 11:08:00+00:00,228,469.1059,469.1,469.1,469.1,469.1,10
2023-12-01 11:09:00+00:00,160,469.2663,469.26,469.26,469.26,469.26,9
2023-12-01 11:11:00+00:00,1180,469.4751,469.33,469.5,469.59,469.33,45
2023-12-01 11:17:00+00:00,918,469.5626,469.62,469.62,469.62,469.62,31
2023-12-01 11:21:00+00:00,3250,469.6636,469.6,469.76,469.76,469.6,67
2023-12-01 11:33:00+00:00,624,469.165,469.15,469.15,469.15,469.15,19
2023-12-01 11:36:00+00:00,930,469.1549,469.15,469.15,469.15,469.15,21
2023-12-01 11:38:00+00:00,3172,469.1268,469.15,469.1,469.16,469.1,50
2023-12-01 11:41:00+00:00,1114,469.0539,469.1,469.0,469.1,469.0,55
2023-12-01 11:42:00+00:00,324,469.1327,469.15,469.15,469.15,469.15,10
2023-12-01 11:48:00+00:00,248,469.152,469.15,469.15,469.15,469.15,12
2023-12-01 11:50:00+00:00,122,469.15,469.15,469.15,469.15,469.15,4
2023-12-01 11:53:00+00:00,1539,469.4291,469.37,469.5,469.5,469.37,36
2023-12-01 11:54:00+00:00,545,469.5033,469.5,469.5,469.5,469.5,20
2023-12-01 11:56:00+00:00,6383,469.2026,469.51,469.0,469.51,469.0,130
2023-12-01 11:57:00+00:00,800,468.9897,468.99,468.99,468.99,468.99,20
2023-12-01 12:00:00+00:00,5253,468.6909,468.82,468.21,469.0,468.21,247
2023-12-01 12:01:00+00:00,4932,467.9532,468.15,467.71,468.15,467.71,183
2023-12-01 12:02:00+00:00,1344,467.6992,467.75,467.75,467.75,467.75,65
2023-12-01 12:03:00+00:00,1749,467.5014,467.5,467.5,467.5,467.5,70
2023-12-01 12:05:00+00:00,3607,467.8393,467.53,468.0,468.0,467.53,80
2023-12-01 12:07:00+00:00,4403,467.237,467.92,467.22,467.92,467.0,186
2023-12-01 12:08:00+00:00,3968,466.9651,467.12,466.5,467.12,466.5,102
2023-12-01 12:09:00+00:00,1614,466.516,466.5,466.5,466.52,466.5,52
2023-12-01 12:10:00+00:00,3038,466.5319,466.66,466.7,466.7,466.5,102
2023-12-01 12:11:00+00:00,934,466.4787,466.5,466.55,466.55,466.5,24
2023-12-01 12:12:00+00:00,807,466.5389,466.57,466.55,466.57,466.55,21
2023-12-01 12:13:00+00:00,1083,466.4895,466.36,466.5,466.5,466.36,41
2023-12-01 12:14:00+00:00,978,466.6632,466.6,466.8,466.8,466.6,33
2023-12-01 12:15:00+00:00,1187,466.736,466.74,466.74,466.74,466.74,42
2023-12-01 12:17:00+00:00,1630,466.6533,466.75,466.58,466.75,466.58,31
2023-12-01 12:18:00+00:00,11269,465.885,466.42,465.12,466.42,465.1,323
2023-12-01 12:19:00+00:00,1041,465.632,465.71,465.7,465.71,465.7,45
2023-12-01 12:20:00+00:00,2539,465.6465,465.8,465.66,465.8,465.5,45
2023-12-01 12:21:00+00:00,12217,465.0586,465.5,464.76,465.5,464.76,398
2023-12-01 12:22:00+00:00,5146,465.0541,464.94,465.29,465.29,464.94,122
2023-12-01 12:23:00+00:00,1398,465.0362,465.0,465.07,465.07,465.0,45
2023-12-01 12:24:00+00:00,1699,465.2385,465.1,465.27,465.3,465.1,46
2023-12-01 12:25:00+00:00,597,465.4614,465.5,465.5,465.5,465.5,21
2023-12-01 12:26:00+00:00,919,465.6566,465.69,465.69,465.69,465.69,39
2023-12-01 12:27:00+00:00,2517,465.7554,465.77,465.8,465.8,465.74,49
2023-12-01 12:28:00+00:00,562,465.875,465.96,465.84,465.96,465.84,25
2023-12-01 12:29:00+00:00,844,465.9825,465.99,466.0,466.0,465.99,36
2023-12-01 12:30:00+00:00,1437,465.9581,466.0,465.91,466.0,465.91,58
2023-12-01 12:31:00+00:00,1742,465.7865,465.8,465.75,465.8,465.75,41
2023-12-01 12:33:00+00:00,1145,465.4413,465.5,465.5,465.5,465.5,53
2023-12-01 12:34:00+00:00,2444,465.1436,465.12,465.13,465.21,465.12,110
2023-12-01 12:35:00+00:00,6841,464.9048,465.1,464.8,465.1,464.8,204
2023-12-01 12:36:00+00:00,1823,464.9362,464.8,465.12,465.12,464.8,73
2023-12-01 12:38:00+00:00,1439,465.2291,465.2,465.2,465.2,465.2,62
2023-12-01 12:39:00+00:00,769,465.2686,465.26,465.32,465.32,465.26,32
2023-12-01 12:41:00+00:00,951,465.518,465.5,465.48,465.5,465.48,26
2023-12-01 12:43:00+00:00,631,465.4356,465.4,465.4,465.4,465.4,32
2023-12-01 12:44:00+00:00,1207,465.3298,465.36,465.3,465.36,465.3,43
2023-12-01 12:45:00+00:00,4167,465.0997,465.2,464.95,465.2,464.95,153
2023-12-01 12:46:00+00:00,1687,464.8661,465.0,464.75,465.0,464.75,74
2023-12-01 12:48:00+00:00,662,464.9144,464.95,464.98,464.98,464.95,32
2023-12-01 12:49:00+00:00,625,464.8715,464.96,464.96,464.96,464.96,37
2023-12-01 12:50:00+00:00,4155,464.686,464.73,464.69,464.74,464.6,139
2023-12-01 12:51:00+00:00,1727,464.9153,464.8,465.0,465.0,464.8,70
2023-12-01 12:53:00+00:00,1460,464.9955,465.0,465.0,465.0,465.0,42
2023-12-01 12:54:00+00:00,1131,464.7697,464.81,464.8,464.81,464.8,51
2023-12-01 12:55:00+00:00,1635,464.7355,464.71,464.79,464.79,464.7,60
2023-12-01 12:56:00+00:00,5477,464.5318,464.62,464.6,464.62,464.5,154
2023-12-01 12:57:00+00:00,2169,464.5614,464.55,464.52,464.6,464.5,91
2023-12-01 12:58:00+00:00,2646,464.4698,464.5,464.5,464.5,464.4,102
2023-12-01 12:59:00+00:00,3296,464.5677,464.52,464.57,464.6,464.5,64
2023-12-01 13:00:00+00:00,31692,465.6487,465.12,464.5,469.0,464.4,644
2023-12-01 13:01:00+00:00,9266,467.2245,468.47,467.71,469.36,464.67,723
2023-12-01 13:02:00+00:00,7850,466.36,467.65,467.44,469.21,465.0,294
2023-12-01 13:03:00+00:00,18323,467.3215,467.52,465.47,468.48,465.2,596
2023-12-01 13:04:00+00:00,1557,465.5028,465.49,465.55,465.55,465.49,80
2023-12-01 13:06:00+00:00,795,465.6098,465.6,465.6,465.6,465.6,51
2023-12-01 13:07:00+00:00,2249,465.4224,465.5,465.2601,465.5,465.2601,73
2023-12-01 13:09:00+00:00,952,465.4883,465.4,465.6,465.6,465.4,55
2023-12-01 13:10:00+00:00,738,465.3574,465.5,465.26,465.5,465.26,39
2023-12-01 13:12:00+00:00,2154,464.8854,465.0,464.77,465.0,464.76,110
2023-12-01 13:13:00+00:00,816,464.8708,464.93,464.9,464.93,464.9,52
2023-12-01 13:14:00+00:00,2993,464.8472,464.9,464.75,464.9,464.75,65
2023-12-01 13:16:00+00:00,2542,464.658,464.7,464.75,464.75,464.57,116
2023-12-01 13:17:00+00:00,573,464.7762,464.75,464.75,464.75,464.75,40
2023-12-01 13:18:00+00:00,1897,464.8538,464.85,464.85,464.85,464.85,49
2023-12-01 13:20:00+00:00,2049,464.7416,464.8,464.75,464.8,464.6,66
2023-12-01 13:21:00+00:00,391,464.8264,464.8,464.8,464.8,464.8,32
2023-12-01 13:22:00+00:00,23253,466.0804,465.0,466.49,467.18,465.0,359
2023-12-01 13:23:00+00:00,3712,466.0521,466.4799,466.0,466.4799,465.89,107
2023-12-01 13:24:00+00:00,951,465.9473,465.8,466.0,466.0,465.8,32
2023-12-01 13:25:00+00:00,1484,466.1306,466.05,466.17,466.2,466.05,42
2023-12-01 13:26:00+00:00,705,466.0697,466.07,466.07,466.07,466.07,49
2023-12-01 13:27:00+00:00,2412,466.0343,466.1,465.9,466.1,465.9,74
2023-12-01 13:29:00+00:00,3372,465.1104,465.8,465.8,465.8,465.8,47
2023-12-01 13:30:00+00:00,2671,465.7904,465.66,465.9,465.9,465.66,75
2023-12-01 13:31:00+00:00,396,465.814,465.71,465.71,465.71,465.71,36
2023-12-01 13:33:00+00:00,1143,465.606,465.77,465.5,465.77,465.5,68
2023-12-01 13:34:00+00:00,463,465.4407,465.32,465.32,465.32,465.32,25
2023-12-01 13:35:00+00:00,449,465.6337,465.7334,465.7334,465.7334,465.7334,24
2023-12-01 13:36:00+00:00,580,465.6414,465.519,465.519,465.519,465.519,58
2023-12-01 13:37:00+00:00,650,465.6676,465.6003,465.6003,465.6003,465.6003,48
2023-12-01 13:38:00+00:00,379,465.6246,465.7,465.7,465.7,465.7,40
2023-12-01 13:39:00+00:00,962,465.6366,465.65,465.56,465.65,465.56,39
2023-12-01 13:40:00+00:00,2691,465.5112,465.56,465.5,465.56,465.5,75
2023-12-01 13:41:00+00:00,4114,465.2547,465.25,465.24,465.3,465.2,117
2023-12-01 13:42:00+00:00,1812,465.0656,465.21,465.0,465.21,465.0,75
2023-12-01 13:43:00+00:00,844,465.1454,465.0368,465.19,465.2297,465.0368,34
2023-12-01 13:44:00+00:00,776,465.3048,465.2,465.35,465.35,465.2,44
2023-12-01 13:45:00+00:00,2001,465.2697,465.25,465.15,465.25,465.15,82
2023-12-01 13:46:00+00:00,923,465.2673,465.4998,465.15,465.5,465.15,62
2023-12-01 13:47:00+00:00,1444,465.1411,465.25,465.1,465.25,465.1,49
2023-12-01 13:48:00+00:00,2550,465.0106,465.02,465.18,465.2,465.0,121
2023-12-01 13:49:00+00:00,1514,464.9373,464.961,464.9,464.961,464.9,90
2023-12-01 13:50:00+00:00,1288,464.9135,464.8,464.92,464.92,464.8,83
2023-12-01 13:51:00+00:00,868,464.9723,465.0,465.0,465.0,465.0,45
2023-12-01 13:52:00+00:00,1281,465.0317,465.0,465.08,465.08,465.0,57
2023-12-01 13:53:00+00:00,2216,465.1836,465.2,465.25,465.25,465.2,73
2023-12-01 13:54:00+00:00,1938,465.2757,465.0892,465.3,465.3,465.0892,57
2023-12-01 13:55:00+00:00,3407,465.6164,465.5,465.7,465.7,465.5,188
2023-12-01 13:56:00+00:00,1268,465.7696,465.87,465.5404,465.87,465.5404,63
2023-12-01 13:57:00+00:00,2920,465.5511,465.54,465.48,465.6842,465.48,73
2023-12-01 13:58:00+00:00,1389,465.4101,465.47,465.31,465.48,465.31,47
2023-12-01 13:59:00+00:00,1943,465.3457,465.49,465.49,465.49,465.4,142
2023-12-01 14:00:00+00:00,2509,465.2606,465.2005,465.5287,465.5287,465.0903,102
2023-12-01 14:01:00+00:00,2187,465.2196,465.3,465.1,465.43,465.1,64
2023-12-01 14:02:00+00:00,7781,464.8804,465.03,464.9,465.03,464.75,181
2023-12-01 14:03:00+00:00,2795,465.1724,464.95,465.0,465.29,464.95,131
2023-12-01 14:04:00+00:00,1468,465.1336,465.0925,465.08,465.0925,465.08,90
2023-12-01 14:05:00+00:00,1352,465.0598,465.2,465.2,465.2,465.2,58
2023-12-01 14:06:00+00:00,708,465.2153,465.3,465.3,465.3,465.3,52
2023-12-01 14:07:00+00:00,1092,465.1281,465.0702,465.15,465.15,465.07,36
2023-12-01 14:08:00+00:00,4740,465.3699,465.34,465.57,465.57,465.2,98
2023-12-01 14:09:00+00:00,4159,465.5007,465.2546,465.56,465.57,465.25,111
2023-12-01 14:10:00+00:00,845,465.5661,465.55,465.55,465.55,465.55,59
2023-12-01 14:11:00+00:00,1171,465.447,465.5,465.5,465.5,465.5,54
2023-12-01 14:12:00+00:00,1239,465.4096,465.42,465.35,465.43,465.35,63
2023-12-01 14:13:00+00:00,3012,465.3183,465.4,465.3,465.4,465.17,135
2023-12-01 14:14:00+00:00,570,465.2681,465.25,465.25,465.25,465.25,48
2023-12-01 14:15:00+00:00,1905,465.2787,465.27,465.3,465.34,465.25,64
2023-12-01 14:16:00+00:00,598,465.2171,465.16,465.16,465.16,465.16,44
2023-12-01 14:17:00+00:00,5752,464.9468,465.18,464.75,465.18,464.75,228
2023-12-01 14:18:00+00:00,7099,464.6156,464.74,464.5,464.8,464.49,284
2023-12-01 14:19:00+00:00,5045,464.5255,464.55,464.5,464.6,464.4,142
2023-12-01 14:20:00+00:00,3435,464.5774,464.41,464.61,464.61,464.41,93
2023-12-01 14:21:00+00:00,1925,464.7779,464.6499,464.7125,464.9,464.6499,116
2023-12-01 14:22:00+00:00,2178,464.892,464.77,464.9894,464.9894,464.77,99
2023-12-01 14:24:00+00:00,2309,464.8441,464.8,464.73,464.85,464.7024,91
2023-12-01 14:25:00+00:00,12618,465.1291,464.85,465.17,465.36,464.85,343
2023-12-01 14:26:00+00:00,4819,465.5192,465.1008,465.0,465.15,464.7,188
2023-12-01 14:27:00+00:00,9310,465.5814,465.0,465.35,465.83,464.95,225
2023-12-01 14:28:00+00:00,2884,465.5578,465.08,465.1,465.1,465.08,159
2023-12-01 14:29:00+00:00,5110,465.113,465.15,465.08,465.19,465.03,123
2023-12-01 14:30:00+00:00,534672,465.5047,465.25,465.6,467.45,464.8251,5785
2023-12-01 14:31:00+00:00,241478,467.3161,465.595,467.825,468.2,465.595,4173
2023-12-01 14:32:00+00:00,231547,466.6713,467.88,466.3055,467.9,464.94,3470
2023-12-01 14:33:00+00:00,183742,466.0293,466.32,465.825,466.54,465.51,2674
2023-12-01 14:34:00+00:00,328372,464.3137,465.69,463.895,465.9499,463.32,5820
2023-12-01 14:35:00+00:00,360430,462.5909,464.0,462.3916,464.0,461.87,6348
2023-12-01 14:36:00+00:00,289060,463.4456,462.36,464.565,464.85,462.3039,3745
2023-12-01 14:37:00+00:00,211516,465.0723,464.594,465.55,465.68,464.4501,2670
2023-12-01 14:38:00+00:00,238193,465.6572,465.5396,466.1184,466.31,464.71,3105
2023-12-01 14:39:00+00:00,237150,466.814,466.06,467.165,467.26,466.06,3084
2023-12-01 14:40:00+00:00,255069,467.7335,467.155,467.96,468.23,466.701,3359
2023-12-01 14:41:00+00:00,246417,467.8562,467.96,467.6199,468.45,467.0801,3067
2023-12-01 14:42:00+00:00,165320,467.0638,467.7269,467.48,467.74,466.71,2288
2023-12-01 14:43:00+00:00,270792,468.3241,467.4201,468.35,468.8,467.42,3102
2023-12-01 14:44:00+00:00,197440,468.3494,468.35,468.5801,468.95,467.75,2495
2023-12-01 14:45:00+00:00,326271,469.2911,468.66,469.42,469.81,468.45,4141
2023-12-01 14:46:00+00:00,236392,469.301,469.4,469.42,469.94,468.6,3081
2023-12-01 14:47:00+00:00,187712,469.4397,469.4299,468.9,469.94,468.8016,2350
2023-12-01 14:48:00+00:00,203807,469.0062,468.96,468.91,469.6,468.6,2740
2023-12-01 14:49:00+00:00,200816,468.7231,468.92,468.12,469.5299,468.09,2499
2023-12-01 14:50:00+00:00,178341,468.2429,468.1999,467.9891,468.67,467.63,2729
2023-12-01 14:51:00+00:00,101896,468.3338,467.945,468.29,468.58,467.945,1516
2023-12-01 14:52:00+00:00,159253,468.4497,468.3393,468.23,468.88,467.9501,2086
2023-12-01 14:53:00+00:00,159852,467.7713,468.1314,467.62,468.28,467.26,2083
2023-12-01 14:54:00+00:00,145355,467.3744,467.615,467.8103,467.859,466.96,2101
2023-12-01 14:55:00+00:00,111967,467.4188,467.855,467.415,467.91,466.86,1599
2023-12-01 14:56:00+00:00,84998,467.2478,467.47,467.28,467.4718,467.06,1314
2023-12-01 14:57:00+00:00,101772,466.857,467.3915,466.4609,467.3915,466.24,1652
2023-12-01 14:58:00+00:00,172039,466.1445,466.4799,466.1543,466.5,465.75,2354
2023-12-01 14:59:00+00:00,124626,465.7647,466.1093,465.9098,466.1093,465.51,1754
2023-12-01 15:00:00+00:00,177918,466.0345,465.99,465.8999,466.7999,465.38,3036
2023-12-01 15:01:00+00:00,158491,466.2495,465.87,466.485,466.72,465.76,2201
2023-12-01 15:02:00+00:00,293237,467.218,466.4375,466.64,468.25,466.25,4308
2023-12-01 15:03:00+00:00,150794,465.9863,466.6623,466.0,466.72,465.5934,2250
2023-12-01 15:04:00+00:00,111188,466.1656,465.92,466.15,466.6,465.8,1999
2023-12-01 15:05:00+00:00,249742,465.1853,466.27,464.9,466.59,464.6601,4215
2023-12-01 15:06:00+00:00,186732,464.9574,464.97,464.97,465.5899,464.5,2650
2023-12-01 15:07:00+00:00,113309,465.3853,464.8817,465.71,465.8999,464.82,2392
2023-12-01 15:08:00+00:00,163213,466.1657,465.71,465.355,466.71,465.1501,3110
2023-12-01 15:09:00+00:00,198561,464.7107,465.29,464.73,465.32,464.21,3615
2023-12-01 15:10:00+00:00,110667,464.7182,464.8235,464.86,465.0,464.3501,2405
2023-12-01 15:11:00+00:00,177264,465.6104,464.9699,466.2809,466.42,464.78,2952
2023-12-01 15:12:00+00:00,167048,466.5324,466.21,466.53,467.0,465.97,2780
2023-12-01 15:13:00+00:00,130723,466.6772,466.5815,466.5,467.0,466.26,2378
2023-12-01 15:14:00+00:00,105710,465.9532,466.51,465.6701,466.68,465.4301,2138
2023-12-01 15:15:00+00:00,135248,465.2942,465.69,464.71,466.07,464.4,3004
2023-12-01 15:16:00+00:00,321864,463.7308,464.7012,463.195,465.01,462.66,5993
2023-12-01 15:17:00+00:00,138521,463.2415,463.26,463.085,463.6864,462.86,2861
2023-12-01 15:18:00+00:00,126984,463.44,463.1,463.43,463.72,463.08,2792
2023-12-01 15:19:00+00:00,155691,463.4867,463.51,464.1999,464.2,463.0,3082
2023-12-01 15:20:00+00:00,109007,464.1969,464.1,464.3425,464.48,463.84,2283
2023-12-01 15:21:00+00:00,794726,464.447,464.3882,463.7975,464.3999,463.7001,2314
2023-12-01 15:22:00+00:00,67385,463.8072,463.87,463.6862,464.02,463.5,1994
2023-12-01 15:23:00+00:00,80848,463.9194,463.6093,463.8465,467.7,463.49,2358
2023-12-01 15:24:00+00:00,62737,463.8948,463.78,463.945,464.0763,463.69,1668
2023-12-01 15:25:00+00:00,126756,463.4048,464.02,463.315,464.1868,462.67,3067
2023-12-01 15:26:00+00:00,131447,462.7489,463.28,462.8724,463.3599,462.18,3309
2023-12-01 15:27:00+00:00,97696,463.2158,462.95,463.2499,463.5,462.86,2491
2023-12-01 15:28:00+00:00,56373,463.339,463.28,463.5736,463.5836,463.08,1913
2023-12-01 15:29:00+00:00,61400,463.5434,463.58,463.68,463.75,463.3,1945
2023-12-01 15:30:00+00:00,104499,463.3042,463.5858,462.8,463.7002,462.7,2453
2023-12-01 15:31:00+00:00,172821,463.676,462.8434,464.445,464.5,462.83,3445
2023-12-01 15:32:00+00:00,83047,464.1159,464.45,464.4636,464.5,463.82,1932
2023-12-01 15:33:00+00:00,116192,464.6831,464.5,464.64,464.98,464.4,2158
2023-12-01 15:34:00+00:00,78792,464.8387,464.6818,464.8291,465.05,464.56,1845
2023-12-01 15:35:00+00:00,53320,464.7036,464.79,464.645,464.92,464.39,1753
2023-12-01 15:36:00+00:00,63339,464.1931,464.635,464.05,464.655,463.8501,2008
2023-12-01 15:37:00+00:00,46338,464.1779,464.09,464.49,464.49,463.96,1699
2023-12-01 15:38:00+00:00,65466,464.6053,464.5,464.64,464.84,464.31,1508
2023-12-01 15:39:00+00:00,187065,464.8986,464.6353,464.57,465.08,464.39,2043
2023-12-01 15:40:00+00:00,44700,464.385,464.63,464.295,464.64,464.15,1429
2023-12-01 15:41:00+00:00,46965,464.493,464.26,464.56,464.82,464.26,1489
2023-12-01 15:42:00+00:00,92991,464.9526,464.56,465.2409,465.2999,464.46,1860
2023-12-01 15:43:00+00:00,52466,465.1,465.245,465.01,465.2584,464.9,1458
2023-12-01 15:44:00+00:00,110802,465.4824,465.05,465.0969,465.7,465.0301,2272
2023-12-01 15:45:00+00:00,43077,465.1812,465.1,465.19,465.3682,464.92,866
2023-12-01 15:46:00+00:00,39034,465.3137,465.24,465.45,465.54,465.0601,846
2023-12-01 15:47:00+00:00,48663,465.3589,465.45,465.17,465.5,465.14,823
2023-12-01 15:48:00+00:00,68315,465.2091,465.21,465.47,465.52,464.86,1348
2023-12-01 15:49:00+00:00,82734,465.6887,465.5,465.6269,465.96,465.47,1252
2023-12-01 15:50:00+00:00,54512,465.3721,465.605,465.28,465.65,465.15,839
2023-12-01 15:51:00+00:00,51418,465.4906,465.31,465.3793,465.7,465.23,714
2023-12-01 15:52:00+00:00,36781,465.4828,465.395,465.455,465.6384,465.3405,636
2023-12-01 15:53:00+00:00,82593,465.4233,465.4687,465.49,465.58,465.27,1069
2023-12-01 15:54:00+00:00,80930,465.5882,465.4406,465.6253,465.76,465.4406,944
2023-12-01 15:55:00+00:00,96300,465.8335,465.67,465.89,466.0653,465.61,1320
2023-12-01 15:56:00+00:00,72581,465.5979,465.86,465.19,465.9234,465.17,1001
2023-12-01 15:57:00+00:00,92181,465.0446,465.2014,465.1518,465.34,464.785,1420
2023-12-01 15:58:00+00:00,55752,465.2026,465.16,465.2888,465.378,464.969,762
2023-12-01 15:59:00+00:00,41124,465.416,465.3,465.39,465.5999,465.2,687
2023-12-01 16:00:00+00:00,119965,464.7439,465.42,464.71,465.43,464.09,1912
2023-12-01 16:01:00+00:00,76283,464.4943,464.69,464.53,464.77,464.3,1170
2023-12-01 16:02:00+00:00,204795,465.8978,464.58,466.14,466.6384,464.58,2428
2023-12-01 16:03:00+00:00,146499,466.4133,466.1,466.05,466.8499,465.89,1849
2023-12-01 16:04:00+00:00,78134,466.2186,466.02,466.58,466.656,465.8,1090
2023-12-01 16:05:00+00:00,82065,466.3074,466.6258,465.865,466.72,465.6,1187
2023-12-01 16:06:00+00:00,59001,465.543,465.8634,465.55,465.9626,465.31,870
2023-12-01 16:07:00+00:00,75025,466.1134,465.41,466.3845,466.6199,465.37,1074
2023-12-01 16:08:00+00:00,73502,466.4708,466.23,466.54,466.68,466.17,945
2023-12-01 16:09:00+00:00,49992,466.5109,466.44,466.74,466.7599,466.1989,865
2023-12-01 16:10:00+00:00,97549,466.7746,466.6909,466.63,467.0,466.3301,1445
2023-12-01 16:11:00+00:00,270952,467.5604,466.57,467.8404,468.0799,466.57,3118
2023-12-01 16:12:00+00:00,100309,467.7562,467.9068,467.98,468.0,467.38,1364
2023-12-01 16:13:00+00:00,117174,468.144,467.9725,468.405,468.4899,467.85,1500
2023-12-01 16:14:00+00:00,118992,468.5187,468.38,468.57,468.8,468.36,1535
2023-12-01 16:15:00+00:00,126929,468.7446,468.5,468.96,468.99,468.4371,1455
2023-12-01 16:16:00+00:00,134609,468.6612,468.94,468.3863,469.01,468.3201,1647
2023-12-01 16:17:00+00:00,106366,468.4345,468.445,468.73,468.86,468.01,1445
2023-12-01 16:18:00+00:00,50817,468.4748,468.775,468.2424,468.7899,468.21,816
2023-12-01 16:19:00+00:00,53229,468.2555,468.285,468.27,468.39,468.0622,943
2023-12-01 16:20:00+00:00,91587,468.0407,468.245,468.17,468.39,467.73,1202
2023-12-01 16:21:00+00:00,67665,468.0695,468.14,467.7,468.33,467.65,1019
2023-12-01 16:22:00+00:00,90233,467.4335,467.7,467.47,467.74,467.17,1344
2023-12-01 16:23:00+00:00,99581,467.4294,467.53,467.4,467.63,467.02,1386
2023-12-01 16:24:00+00:00,61401,467.7328,467.3406,467.87,467.97,467.3301,865
2023-12-01 16:25:00+00:00,79396,468.0201,467.87,468.26,468.33,467.71,1169
2023-12-01 16:26:00+00:00,84277,468.2889,468.244,468.1507,468.6499,468.06,965
2023-12-01 16:27:00+00:00,68180,468.0349,468.1401,467.8,468.29,467.7601,1054
2023-12-01 16:28:00+00:00,58213,468.2241,467.84,468.17,468.42,467.84,848
2023-12-01 16:29:00+00:00,65028,468.4985,468.2099,468.5,468.74,468.0497,993
2023-12-01 16:30:00+00:00,109696,467.9127,468.59,467.4218,468.6999,467.41,1528
2023-12-01 16:31:00+00:00,58845,467.7259,467.49,467.84,467.97,467.41,920
2023-12-01 16:32:00+00:00,61164,468.0304,467.87,468.4,468.4,467.54,823
2023-12-01 16:33:00+00:00,84744,468.5311,468.332,468.8574,468.9,468.0324,1137
2023-12-01 16:34:00+00:00,137005,469.0979,468.85,469.2986,469.422,468.61,1960
2023-12-01 16:35:00+00:00,112092,468.8876,469.27,468.24,469.4,468.1412,1515
2023-12-01 16:36:00+00:00,52805,468.4734,468.2268,468.625,468.7,468.1601,803
2023-12-01 16:37:00+00:00,72123,468.5779,468.6265,468.9221,468.9221,468.28,1044
